"id","winner","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
406,"Trump",18128,"Clark County, Kentucky",36152,17467,18685,2185,2085,2301,2085,1926,4518,4403,5209,2556,2389,3817,1822,856,42.3,8038,28922,28114,27082,7811,6495,28114,13289,14825,6495,2874,3621,36152,35339,813,35339,33115,1615,34,23,11,0,0,234,72,11,103,48,0,0,0,0,0,0,0,0,341,813,439,149,16,0,33901,2093,215,326,48,474,1112,425,208,27,452,35040,32409,1583,34,234,0,44,736,74,662,15914,27772,13122,14650,2544,360,1150,761,273,25570,1396,1977,9051,5711,2283,3152,2000,22197,5152,4518,4052,978,4403,4115,1110,10154,8924,1981,6495,5106,1083,"37364","38325","38640","40588","44012","1470081","1554381","1556798","1617609","1598298",3
407,"Trump",402,"Grant County, Nebraska",691,383,308,43,41,45,62,40,79,73,52,56,42,95,32,31,37.9,166,556,525,488,192,158,525,287,238,158,90,68,691,684,7,684,671,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,7,4,1,2,0,678,9,2,3,0,6,0,0,0,0,0,691,671,5,1,1,0,6,7,0,7,416,512,274,238,65,4,7,52,2,460,8,25,173,113,35,86,20,427,106,79,79,29,73,73,21,150,146,41,158,129,15,"60196","45414","44430","50847","56159","38690","33163","33047","27528","27197",6
409,"Trump",3083,"Dixon County, Nebraska",5682,2864,2818,409,383,371,364,336,550,610,679,405,414,654,370,137,41.4,1438,4389,4244,4097,1359,1161,4244,2127,2117,1161,530,631,5682,5467,215,5467,5209,5,26,0,0,0,3,21,0,0,0,2,0,1,18,0,0,0,0,0,206,215,54,9,0,0,5422,69,47,23,0,346,806,627,0,7,172,4876,4758,5,26,21,0,0,66,0,66,2711,3984,1986,1998,425,62,104,232,27,3819,191,294,1261,820,393,645,215,3334,860,550,506,161,610,522,139,1498,1298,383,1161,1008,177,"40180","38630","40611","44757","50265","181858","174836","192712","282583","345851",4
410,"Trump",57518,"Pennington County, South Dakota",112504,56874,55630,7347,7107,7331,6818,6650,15177,13093,12349,8116,8209,12530,5332,2445,38.8,25936,89303,86568,82660,25398,20307,86568,43339,43229,20307,9651,10656,112504,105621,6883,105621,92292,1584,9245,126,14,48,7368,1495,88,266,502,114,254,30,241,159,52,64,0,43,846,6883,649,3557,446,408,98618,3284,13978,2140,244,1852,6056,4001,662,16,1377,106448,89319,1460,8577,1483,155,326,5128,283,4845,49218,85306,42745,42561,9317,1192,3444,3865,816,77251,1544,3426,22395,17448,7959,15834,8645,72281,24479,15177,14078,4727,13093,12182,4639,28674,26722,8698,20307,19299,6415,"50603","51917","53803","56872","61312","5271786","5369723","5615198","5848498","6031574",4
412,"Trump",1165,"Hudspeth County, Texas",4687,2390,2297,203,405,220,349,394,792,655,410,263,347,374,179,96,34.3,1115,3753,3572,3422,847,649,3572,1881,1691,649,315,334,4687,3682,1005,3682,2524,63,3,0,0,0,0,62,0,0,17,0,0,17,28,0,0,0,0,0,1030,1005,34,41,0,0,3524,143,85,62,0,1919,3644,3324,15,0,305,1043,789,50,0,62,0,0,142,26,116,1595,2238,1036,1202,456,142,89,225,0,3116,918,437,976,311,166,297,11,1761,308,792,518,116,655,478,129,1020,474,26,649,291,37,"44385","45058","31647","34986","39393","168226","153763","176257","179318","182822",3
416,"Trump",10344,"Uvalde County, Texas",26899,13085,13814,1947,1636,2355,2384,1801,3599,2982,2862,1317,1487,2520,1548,461,33.8,7182,20648,19717,18234,5203,4529,19717,9473,10244,4529,2008,2521,26899,25737,1162,25737,23940,161,128,7,0,0,0,222,20,66,48,88,0,0,0,25,0,0,25,0,1261,1162,120,113,0,0,25102,281,241,222,57,2158,19334,17181,141,0,2012,7565,6876,98,61,222,0,33,275,48,227,11194,18027,8733,9294,2941,605,949,1096,291,16776,2378,1670,4960,3000,1507,2432,829,12728,3261,3599,2967,929,2982,2580,562,5666,4383,1156,4529,2798,614,"39476","41631","43122","44957","48807","1071865","842406","849237","912679","925083",5
417,"Trump",12095,"Kewaunee County, Wisconsin",20398,10344,10054,969,1255,1268,1267,1092,2097,2391,2703,1673,1473,2364,1318,528,44.2,4324,16563,16074,15354,5035,4210,16074,8123,7951,4210,2018,2192,20398,20102,296,20102,19603,139,107,0,8,0,0,89,0,30,38,0,0,11,10,0,0,0,0,0,164,296,36,122,46,0,19897,190,244,137,2,239,650,523,54,0,73,19748,19215,139,107,89,0,8,190,0,190,9442,15784,7978,7806,1527,206,513,687,121,14547,329,595,5715,3047,1963,2149,749,13623,2898,2097,1932,514,2391,2302,585,5849,5625,1135,4210,3764,664,"43723","44918","46352","48091","52271","808265","888325","867485","891967","766762",3
418,"Trump",2327,"Mineral County, Nevada",4487,2119,2368,154,134,293,366,280,375,388,366,420,363,741,541,66,53.3,702,3861,3785,3496,1622,1348,3785,1765,2020,1348,715,633,4487,4369,118,4369,3156,129,916,4,5,7,0,65,0,0,0,14,40,0,11,0,0,0,0,0,103,118,4,64,29,0,3253,133,1001,94,0,124,630,523,24,0,83,3857,2758,129,826,65,0,3,76,0,76,2697,3745,1743,2002,525,127,237,161,0,3260,58,288,1225,1060,154,390,85,2914,475,375,342,49,388,371,36,1149,932,110,1348,1269,280,"36410","36667","37331","41053","47029","178779","197734","208735","232670","240979",6
419,"Trump",9041,"Mitchell County, North Carolina",14959,7453,7506,696,627,900,808,773,1711,1529,1878,1226,1073,2116,990,632,47.2,2744,12574,12215,11727,4344,3738,12215,5975,6240,3738,1730,2008,14959,14550,409,14550,14322,21,77,29,0,0,0,28,10,12,0,6,0,0,0,0,0,0,0,0,102,409,110,110,76,0,14700,145,187,168,50,151,848,699,0,31,118,14111,13746,21,76,28,0,0,240,0,240,8844,11795,5805,5990,1060,104,262,629,65,11155,657,870,3381,2708,1075,1633,831,9628,2464,1711,1569,452,1529,1367,428,4177,3823,1005,3738,2869,579,"33258","34799","35938","37938","40735","499633","538275","596741","632004","570100",6
420,"Trump",2361,"Putnam County, Missouri",4746,2370,2376,310,291,314,305,173,471,452,547,278,414,627,419,145,46.4,1089,3787,3657,3497,1480,1191,3657,1809,1848,1191,565,626,4746,4626,120,4626,4610,13,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,120,78,9,0,0,4730,124,42,3,0,0,68,28,0,0,40,4678,4542,13,0,3,0,0,120,0,120,2986,3648,1809,1839,304,59,122,120,3,3353,106,135,1465,669,294,405,279,3112,684,471,434,71,452,415,152,1239,1179,336,1191,1084,125,"32610","33299","34707","36103","39446","111415","114358","119815","124252","123685",6
422,"Trump",23801,"Cerro Gordo County, Iowa",42672,20815,21857,2294,2234,2885,2425,2297,5079,4500,4972,3457,3354,5003,2834,1338,44.2,8836,34819,33836,32335,11259,9175,33836,16345,17491,9175,3987,5188,42672,41802,870,41802,39878,906,154,42,7,0,35,488,1,175,62,0,120,122,8,91,64,0,0,27,285,870,293,160,114,10,40683,1342,436,645,99,444,2143,1765,193,0,185,40529,38368,756,106,488,91,57,663,45,618,22364,33490,16150,17340,3299,295,1109,1699,196,30537,657,1423,10261,6367,4745,4779,2305,28457,7084,5079,4685,1413,4500,4326,1117,11783,11232,2648,9175,8214,1906,"50718","48886","50576","50012","53478","2654732","2539725","2593272","2537545","2590989",5
423,"Biden",476787,"Erie County, New York",918873,444740,474133,50222,51222,51611,57604,60220,130959,103352,116573,68350,63601,92798,46873,25488,40.2,186552,754754,732321,696272,201299,165159,732321,349612,382709,165159,70701,94458,918873,888416,30457,888416,708351,120535,4446,73,33,10,49,34873,9701,7132,1079,564,2060,1863,12474,272,168,18,55,31,19939,30457,11277,3413,3823,604,735328,137188,10335,40051,761,28515,52435,5669,34266,1612,10888,866438,688019,116511,3937,34586,260,1705,21420,1758,19662,429708,707808,337618,370190,84327,7323,24473,39252,13279,647994,17256,34285,173898,117411,77607,127836,99701,596453,227537,130959,122640,56779,103352,96469,46296,248524,231112,81327,165159,146232,43135,"45666","47743","48756","50760","55229","55583964","56126813","58364435","61155553","60326146",1
426,"Trump",10877,"Meriwether County, Georgia",21080,10185,10895,1238,889,1589,1458,1033,2478,2297,2641,1576,1582,2510,1257,532,42.2,4504,17121,16576,15616,5424,4299,16576,7818,8758,4299,1871,2428,21080,20929,151,20929,12213,8501,13,0,0,0,0,52,11,0,41,0,0,0,0,0,0,0,0,0,150,151,83,30,0,0,12364,8584,70,79,0,161,488,404,56,0,28,20592,11899,8463,12,52,0,42,124,11,113,10047,16513,7788,8725,1703,421,687,595,0,14873,671,2086,5987,3720,806,1009,594,12116,1603,2478,2236,180,2297,1961,169,5799,4736,782,4299,3183,472,"32823","33657","35143","37093","40855","538760","625943","630794","634752","631359",2
428,"Trump",17650,"St. Bernard Parish, Louisiana",46694,22811,23883,3350,3421,3758,2909,2546,7742,6480,5275,2866,3024,3520,1249,554,34.5,12387,35503,34307,32843,6902,5323,34307,16521,17786,5323,2489,2834,46694,45206,1488,45206,32018,10967,186,3,0,0,0,1213,187,124,288,0,0,556,58,26,12,0,0,14,796,1488,397,430,17,46,33355,11455,712,1286,107,1341,4729,936,237,241,3315,41965,28851,10807,72,1191,16,152,876,18,858,17151,33133,15890,17243,3597,759,1209,1442,187,30710,1819,4146,9864,8389,2220,3050,1222,24745,4272,7742,6394,1287,6480,5461,1201,11165,8752,1306,5323,4138,478,"31498","32548","33939","36192","39448","1641510","2032395","2434475","1487254","1277217",2
429,"Trump",4973,"Benewah County, Idaho",9231,4663,4568,537,576,608,571,440,846,923,1111,703,831,1326,563,196,46,2091,7446,7140,6894,2585,2085,7140,3599,3541,2085,1051,1034,9231,8924,307,8924,7963,36,823,17,0,0,0,21,0,15,0,2,0,0,4,65,50,0,2,13,16,307,37,210,0,8,8260,87,1049,23,70,55,365,315,22,0,28,8866,7808,36,668,21,65,15,253,7,246,4750,7112,3590,3522,641,146,306,164,25,6499,114,650,2410,1519,642,797,367,5735,1164,846,755,96,923,778,198,2645,2424,468,2085,1778,402,"34681","34983","36887","38912","42238","322044","327022","343536","361639","375251",6
430,"Trump",22657,"Medina County, Texas",50869,26272,24597,2983,3106,3417,3961,3279,6316,5801,6654,3471,3373,5023,2141,1344,38.4,11716,40582,39153,36683,10454,8508,39153,20382,18771,8508,3930,4578,50869,46044,4825,46044,42390,1145,359,8,0,0,72,369,133,0,60,1,23,21,131,0,0,0,0,0,1781,4825,246,493,183,0,47203,1415,970,564,0,5672,26609,23668,452,190,2299,24260,21627,1104,88,341,0,0,1100,362,738,18703,37831,19572,18259,5030,1285,1936,1384,425,34123,2433,2901,10838,8181,2846,4294,2630,28789,6924,6316,5567,1004,5801,5067,1257,13498,11532,3040,8508,6623,1623,"38630","40057","41738","44514","46766","920955","983466","1058893","1125788","1201132",2
431,"Trump",77618,"Johnson County, Indiana",156148,76804,79344,10012,10973,10986,10362,9553,20894,21045,20533,9897,9074,13588,6641,2590,37.6,38642,122170,117506,111571,28290,22819,117506,57051,60455,22819,10004,12815,156148,152715,3433,152715,141103,4027,381,38,258,0,0,5861,3607,358,150,609,51,678,408,47,21,11,15,0,1296,3433,727,533,634,0,144487,4798,914,6585,157,2725,5711,4118,771,150,672,150437,137744,3995,325,5861,26,429,2057,174,1883,61690,114383,55666,58717,13244,1799,4944,4852,1649,104262,2632,5790,32443,20856,8846,21997,11698,95840,33695,20894,19304,7588,21045,19423,8114,39504,36625,13467,22819,20488,4526,"45534","46602","48464","50351","53112","4978199","5130640","5615374","5875804","6024517",2
432,"Biden",4127,"Wilkinson County, Mississippi",8727,4706,4021,542,565,459,337,690,1379,909,1104,764,467,943,380,188,38.5,1852,7102,6875,6744,1858,1511,6875,3738,3137,1511,651,860,8727,8656,71,8656,2430,6099,0,0,0,0,0,19,0,17,0,0,0,0,2,0,0,0,0,0,108,71,26,12,0,7,2468,6158,19,19,0,134,50,38,0,0,12,8677,2418,6061,0,19,0,108,71,26,45,5199,6875,3738,3137,741,291,369,81,0,6134,448,951,2653,691,523,515,353,4735,868,1379,987,132,909,760,113,2335,1893,375,1511,1095,248,"27278","28215","28793","30188","34316","147263","152648","154201","155614","164554",6
433,"Trump",15814,"Ashe County, North Carolina",27009,13288,13721,1100,1166,1600,1379,1181,2792,3067,3483,1964,2428,4041,2044,764,48.6,4763,22935,22246,21493,8267,6849,22246,10815,11431,6849,3131,3718,27009,26493,516,26493,25891,199,77,11,0,0,0,162,0,0,11,1,14,136,0,15,11,4,0,0,149,516,108,110,10,3,26395,321,195,176,19,428,1349,1035,128,101,85,25660,24959,199,77,152,15,12,246,14,232,17835,21698,10461,11237,1663,192,824,486,161,20583,801,2012,6424,4782,2440,2785,1339,17770,4124,2792,2492,653,3067,2799,631,7875,6863,1327,6849,5616,1513,"33481","34273","35619","38065","41284","760969","795602","841313","868071","869706",6
434,"Trump",1159,"Schleicher County, Texas",2898,1476,1422,254,159,225,180,158,367,333,333,85,125,474,140,65,36.6,745,2227,2153,2066,734,679,2153,1078,1075,679,312,367,2898,2857,41,2857,1756,45,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,1030,41,0,8,0,0,1784,45,9,0,38,1063,1549,1461,0,0,88,1349,1257,45,0,0,25,0,22,14,8,1505,1980,963,1017,231,81,60,50,40,1922,256,143,542,555,117,251,58,1523,309,367,305,22,333,299,37,543,443,79,679,476,171,"43465","39504","45432","46929","49660","165749","130976","137811","153995","140422",6
435,"Biden",224338,"Larimer County, Colorado",350523,174652,175871,17414,18067,21011,24999,36802,51568,43499,38651,22276,21403,34045,13972,6816,36.2,68416,290060,282107,261102,67128,54833,282107,139848,142259,54833,25125,29708,350523,332905,17618,332905,312805,3489,2545,111,63,177,334,7538,1195,2345,709,534,1005,749,1001,303,221,28,3,51,6225,17618,2431,2574,3313,85,329166,7044,6029,11792,843,14353,41082,29887,1495,537,9163,309441,287326,3314,1680,7441,303,748,8629,995,7634,144583,272393,134467,137926,49877,3145,13220,24915,8597,232230,3111,5747,43238,47798,21580,65179,45577,223372,110756,51568,49992,24428,43499,41294,22099,82330,79424,39530,54833,52662,24699,"48327","51471","53935","56851","60219","17060403","18623692","19857428","21398547","22109865",3
436,"Trump",1283,"Corson County, South Dakota",4106,2066,2040,427,384,460,343,229,509,413,412,267,205,287,119,51,28.1,1505,2766,2601,2465,591,457,2601,1302,1299,457,214,243,4106,4051,55,4051,1180,10,2859,3,0,0,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,0,45,0,2,1233,12,2909,0,3,7,17,9,2,0,6,4089,1176,10,2848,0,0,0,55,5,50,1539,2599,1302,1297,338,100,151,77,10,2263,48,296,780,468,306,298,67,1919,365,509,399,61,413,337,61,884,780,152,457,403,91,"26861","27650","27113","27953","31967","89162","98556","78503","74688","82097",6
437,"Trump",7961,"Las Animas County, Colorado",14323,7495,6828,688,704,762,813,891,1649,1503,1616,1106,1140,2077,1112,262,46.2,2619,12050,11704,11204,4146,3451,11704,6131,5573,3451,1655,1796,14323,13142,1181,13142,11844,160,582,35,0,105,0,90,48,5,9,0,0,18,10,0,0,0,0,0,466,1181,107,374,50,0,12999,282,1082,177,5,1082,5886,3353,73,15,2445,8437,7573,155,235,90,0,31,353,52,301,8549,11364,5886,5478,1239,140,270,793,36,10465,289,705,3115,2800,1464,1328,764,9471,2092,1649,1488,190,1503,1378,322,3862,3598,697,3451,3007,883,"34904","35352","37753","38055","42016","538373","583252","610576","582025","554361",6
438,"Trump",15794,"Caroline County, Maryland",33260,16312,16948,2018,2439,2037,2207,1837,4142,4175,4101,2585,2241,3172,1609,697,39.3,7850,26340,25410,24206,6784,5478,25410,12373,13037,5478,2500,2978,33260,31979,1281,31979,26076,4589,94,25,0,0,0,170,2,49,17,0,73,0,29,0,0,0,0,0,1050,1281,611,166,231,16,27277,5284,276,444,29,1244,2510,265,142,34,2069,30750,25003,4374,39,170,0,64,1100,39,1061,13645,24228,11868,12360,2688,346,1281,881,180,22722,1166,2410,8914,4273,1652,2583,1724,19146,4307,4142,3551,741,4175,3417,785,8927,7907,1825,5478,4271,956,"42086","44238","44982","46197","48287","1302202","1326305","1292063","1212606","1146006",6
439,"Trump",57954,"Mercer County, Pennsylvania",110519,54506,56013,5358,5765,5889,7556,7563,11412,11740,14446,8425,8368,13016,6822,4159,45,21454,92293,89065,84230,29233,23997,89065,43426,45639,23997,10441,13556,110519,108291,2228,108291,100256,6714,142,15,0,0,36,840,66,408,172,0,62,27,105,5,0,5,0,0,334,2228,1051,364,212,37,102351,8004,598,1139,91,751,1681,418,855,85,323,108838,99344,6498,139,821,2,109,1925,144,1781,52303,88667,43175,45492,10677,1198,4478,4380,621,78388,2331,5622,32772,12188,7670,11376,6429,70435,17805,11412,10218,3158,11740,10868,3341,31239,28251,7000,23997,21098,4306,"38366","39712","41378","42598","46310","4278525","4473859","4611394","4635077","4303598",3
440,"Trump",3689,"Reeves County, Texas",15546,9558,5988,834,831,1143,1337,1062,2520,2465,2158,810,559,995,446,386,35.2,3476,12514,12070,11202,2260,1827,12070,7710,4360,1827,838,989,15546,14704,842,14704,12113,328,10,0,0,0,0,182,145,3,0,0,0,6,28,14,2,0,0,12,2057,842,0,3,0,0,12934,338,13,193,35,2875,11625,11226,19,15,365,3921,3629,71,0,182,14,1,24,0,24,4652,10116,5991,4125,1731,282,552,869,28,10339,1515,1653,3741,1739,600,778,313,7171,1091,2520,1949,351,2465,1915,207,3527,2433,418,1827,874,115,"31845","37462","46672","51257","48054","2517381","4752511","8109844","9049986","4905174",5
441,"Trump",17399,"Polk County, Georgia",42251,20675,21576,2835,2840,3166,2906,2621,5601,5351,5257,2219,2942,3913,2137,463,37.3,10776,32866,31475,29863,8273,6513,31475,15259,16216,6513,2844,3669,42251,40393,1858,40393,33589,4794,144,0,0,0,0,241,115,0,57,0,57,0,12,16,0,0,0,16,1609,1858,790,217,79,51,35396,5737,514,320,87,2157,5594,2929,83,0,2582,36657,30334,4756,0,241,0,0,1326,44,1282,17071,29528,14197,15331,3592,596,1477,1450,69,27883,2143,3227,10832,5962,2166,2204,1349,22513,3553,5601,4738,403,5351,4017,944,10418,8659,1399,6513,5099,807,"30754","30964","32099","33504","36171","1170600","1191793","1213296","1332234","1248307",5
442,"Trump",7782,"Gray County, Texas",22063,11700,10363,1566,1557,1577,1351,1397,2970,3025,2588,1583,902,1851,1323,373,36.3,5604,17052,16459,15679,4103,3547,16459,8833,7626,3547,1549,1998,22063,21099,964,21099,18462,1076,333,42,0,24,0,76,0,16,41,0,0,0,19,47,0,0,0,47,1105,964,279,197,5,26,19349,1396,597,122,49,1544,6490,5961,0,0,529,15573,13832,1036,149,76,47,2,431,11,420,9995,15162,8068,7094,1844,278,959,564,43,14615,1355,1608,4697,3572,1176,1551,656,11652,2207,2970,2497,313,3025,2287,551,5073,3832,603,3547,3036,740,"38918","42364","43177","44949","46632","957294","1022627","1076831","1068702","978039",5
443,"Trump",1504,"Rawlins County, Kansas",2490,1297,1193,152,140,162,82,89,291,247,292,168,204,340,215,108,48,528,2015,1962,1942,810,663,1962,1004,958,663,303,360,2490,2454,36,2454,2317,14,31,0,0,23,0,3,0,3,0,0,0,0,0,0,0,0,0,0,89,36,12,18,2,0,2353,26,49,5,0,93,187,155,29,0,3,2303,2224,14,28,3,0,0,34,2,32,1407,1919,969,950,97,11,40,41,5,1865,24,67,544,541,285,322,82,1774,404,291,289,38,247,243,89,664,612,163,663,630,114,"49132","45388","49232","56351","69786","107667","113354","110927","114222","147422",6
444,"Trump",1083,"Liberty County, Montana",2455,1077,1378,122,186,158,169,54,333,335,260,131,187,182,170,168,40.1,551,1975,1904,1815,630,520,1904,839,1065,520,248,272,2455,2442,13,2442,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,2455,8,0,0,5,0,27,0,0,0,27,2428,2415,0,0,0,0,0,13,0,13,1153,1904,839,1065,138,32,89,0,17,1766,374,129,330,373,176,278,106,1263,384,333,167,123,335,225,55,578,428,78,520,443,128,"39284","37618","43827","55944","60873","110293","82426","179569","206629","211517",6
446,"Trump",28485,"Lamar County, Mississippi",62693,29839,32854,4019,4108,4832,3847,3957,9087,8932,8035,3629,3722,5026,2606,893,36.6,15524,49102,47169,45017,10480,8525,47169,22088,25081,8525,3754,4771,62693,61687,1006,61687,47444,12814,78,78,0,0,0,882,178,75,222,61,6,340,0,0,0,0,0,0,469,1006,570,278,112,0,48409,13384,361,1038,41,474,1789,726,629,12,422,60904,46191,12814,16,882,0,0,1001,0,1001,24698,46412,21744,24668,5239,724,1418,2685,412,41930,1756,2744,10925,8868,3698,8933,5006,37430,13939,9087,8156,3496,8932,7855,3209,15386,13878,4653,8525,7541,2581,"38243","39211","39515","41585","44325","1638491","1676465","1698923","1778897","1838068",4
447,"Trump",341516,"Ocean County, New Jersey",602018,290610,311408,42959,38359,40885,34507,32504,65659,60657,69729,40333,40416,72233,43841,19936,42.4,144960,472408,457058,439400,159951,136010,457058,216361,240697,136010,57805,78205,602018,585440,16578,585440,539547,18517,543,44,0,0,0,11240,2247,2316,4193,211,740,761,772,169,18,0,14,137,15424,16578,3823,1357,2571,491,554185,24538,3267,14393,443,22678,55735,13713,20263,3113,18646,546283,507501,16797,285,11096,169,1473,8962,688,8274,284773,442257,209173,233084,44254,4543,14056,18503,7152,412804,10874,20440,138103,81276,32689,85386,44036,381490,129422,65659,62446,25959,60657,55774,23702,150478,141565,45458,136010,121705,34303,"47638","48987","50192","53315","56831","21346461","22220532","22262225","23330806","23289091",2
449,"Trump",25557,"Fremont County, Colorado",47725,27808,19917,1879,2048,2171,2073,2228,6884,6469,6575,3610,3523,6060,3157,1048,45.2,7546,41124,40179,39370,12112,10265,40179,23950,16229,10265,5013,5252,47725,46629,1096,46629,42878,2286,567,15,1,88,58,361,12,89,70,14,51,35,90,7,4,0,0,3,530,1096,155,191,208,25,43804,2585,869,640,10,974,6393,2789,168,70,3366,41332,37671,2221,441,348,7,15,629,62,567,20035,39487,23301,16186,2853,664,1352,706,131,37326,821,3168,14442,8727,3268,4351,2549,33337,6900,6884,5864,890,6469,5666,913,13708,12640,2521,10265,9167,2576,"31687","32224","34035","35147","38325","1372387","1384311","1456132","1504558","1556629",5
451,"Biden",295977,"Ramsey County, Minnesota",546598,266663,279935,37723,35786,34198,34714,38239,91133,68223,61003,34967,31621,46106,21157,11728,35.2,127318,432470,419280,396640,97711,78991,419280,201590,217690,78991,33938,45053,546598,515979,30619,515979,352812,63910,3744,17,1417,47,289,80976,4413,5315,1590,919,2401,3572,62766,160,67,55,15,23,14377,30619,10945,3511,6098,624,381063,79317,10655,88876,759,20034,41189,27574,1879,931,10805,505409,332580,62897,2551,80543,141,2648,24049,1426,22623,221092,388292,184789,203503,53342,5636,14678,24084,8944,365938,18407,14592,77055,66835,31697,95272,62080,332939,157352,91133,84444,42467,68223,61335,31098,127591,115066,53296,78991,72094,30491,"50541","51560","53396","54587","58217","40886327","41463564","42962096","44337771","42984802",1
